,id,latitude,longitude,bike_scores,walk_scores,property_page_links,transit_scores
2778,599222195460484996,39.767334,-104.96624,93,84,https://www.walkscore.com/score/loc/lat=39.767334/lng=-104.96624/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
2779,616505583316142612,39.76282,-105.03968,82,88,https://www.walkscore.com/score/loc/lat=39.76282/lng=-105.03968/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
2780,616637412728146728,39.77548,-104.76008,55,39,https://www.walkscore.com/score/loc/lat=39.77548/lng=-104.76008/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,35.0
2781,616826833183763623,39.73819,-105.05109,78,78,https://www.walkscore.com/score/loc/lat=39.73819/lng=-105.05109/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2782,622899958789654916,39.73170470000001,-104.9397593,81,81,https://www.walkscore.com/score/loc/lat=39.73170470000001/lng=-104.9397593/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2783,622900277925926521,39.7429685,-104.9686442,91,95,https://www.walkscore.com/score/loc/lat=39.7429685/lng=-104.9686442/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
2784,622900556291674453,39.7423436,-105.028049,87,80,https://www.walkscore.com/score/loc/lat=39.7423436/lng=-105.028049/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
2785,599279042703918927,39.76406,-104.97147,98,92,https://www.walkscore.com/score/loc/lat=39.76406/lng=-104.97147/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,59.0
2786,622900822097552167,39.7423436,-105.028049,87,80,https://www.walkscore.com/score/loc/lat=39.7423436/lng=-105.028049/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
2787,622991071018484239,39.7423436,-105.028049,87,80,https://www.walkscore.com/score/loc/lat=39.7423436/lng=-105.028049/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
2788,623208080088897997,39.75263,-105.02854,72,84,https://www.walkscore.com/score/loc/lat=39.75263/lng=-105.02854/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2789,623270529538427364,39.69189,-104.9082,75,52,https://www.walkscore.com/score/loc/lat=39.69189/lng=-104.9082/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
2790,623287614756208718,39.7364,-105.03945,76,69,https://www.walkscore.com/score/loc/lat=39.7364/lng=-105.03945/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,55.0
2791,623380133281181457,39.75605,-104.92913,82,73,https://www.walkscore.com/score/loc/lat=39.75605/lng=-104.92913/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
2792,617284809644035624,39.74536,-104.97949,97,96,https://www.walkscore.com/score/loc/lat=39.74536/lng=-104.97949/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,76.0
2793,627716721357280232,39.736305,-104.963867,88,78,https://www.walkscore.com/score/loc/lat=39.736305/lng=-104.963867/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
2794,627765766026796884,39.77143,-105.04317,71,95,https://www.walkscore.com/score/loc/lat=39.77143/lng=-105.04317/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
2795,627768819659160798,39.74221,-104.97472,93,95,https://www.walkscore.com/score/loc/lat=39.74221/lng=-104.97472/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,68.0
2796,623856876713703300,39.67871,-104.99769,71,57,https://www.walkscore.com/score/loc/lat=39.67871/lng=-104.99769/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,62.0
2797,599306974564211981,39.743,-105.02826,87,80,https://www.walkscore.com/score/loc/lat=39.743/lng=-105.02826/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
2798,623872415067219349,39.68074,-104.97195,80,71,https://www.walkscore.com/score/loc/lat=39.68074/lng=-104.97195/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
2799,628128423156053808,39.66821,-104.98023,59,55,https://www.walkscore.com/score/loc/lat=39.66821/lng=-104.98023/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
2800,628150179465110457,39.73814,-104.95721,95,91,https://www.walkscore.com/score/loc/lat=39.73814/lng=-104.95721/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2801,599318707934897377,39.687958,-104.957893,71,50,https://www.walkscore.com/score/loc/lat=39.687958/lng=-104.957893/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2802,599329950141621473,39.78636,-105.02141,64,70,https://www.walkscore.com/score/loc/lat=39.78636/lng=-105.02141/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
2803,599353045681403948,39.76814,-104.97275,98,95,https://www.walkscore.com/score/loc/lat=39.76814/lng=-104.97275/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
2804,628168122851572755,39.74365,-105.04046,93,77,https://www.walkscore.com/score/loc/lat=39.74365/lng=-105.04046/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
2805,623991281290489751,39.72002,-104.98689,96,96,https://www.walkscore.com/score/loc/lat=39.72002/lng=-104.98689/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
2806,623997667062146963,39.67627,-104.92747,72,65,https://www.walkscore.com/score/loc/lat=39.67627/lng=-104.92747/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
2807,599477676313604149,39.74245,-104.89042,66,40,https://www.walkscore.com/score/loc/lat=39.74245/lng=-104.89042/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2808,599548675869312266,39.67401,-104.98781,78,86,https://www.walkscore.com/score/loc/lat=39.67401/lng=-104.98781/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,61.0
2809,624026422471884131,39.78234,-104.98352,83,65,https://www.walkscore.com/score/loc/lat=39.78234/lng=-104.98352/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
2810,624063424770483662,39.75868,-104.95837,92,69,https://www.walkscore.com/score/loc/lat=39.75868/lng=-104.95837/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
2811,628185229331911575,39.75611,-105.00164,93,89,https://www.walkscore.com/score/loc/lat=39.75611/lng=-105.00164/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,85.0
2812,628205699812896270,39.74326,-104.97759,96,95,https://www.walkscore.com/score/loc/lat=39.74326/lng=-104.97759/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,74.0
2813,599960747329127605,39.73507,-104.99569,96,92,https://www.walkscore.com/score/loc/lat=39.73507/lng=-104.99569/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,75.0
2814,628294912952550462,39.7602,-105.04695,67,74,https://www.walkscore.com/score/loc/lat=39.7602/lng=-105.04695/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,35.0
2815,628394164719163982,39.75617,-105.02756,76,89,https://www.walkscore.com/score/loc/lat=39.75617/lng=-105.02756/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
2816,624657255812700273,39.71688,-104.98551,97,95,https://www.walkscore.com/score/loc/lat=39.71688/lng=-104.98551/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
2817,624848601526659330,39.71598,-104.98822,93,97,https://www.walkscore.com/score/loc/lat=39.71598/lng=-104.98822/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,62.0
2818,624866318135704633,39.75403,-104.99989,90,92,https://www.walkscore.com/score/loc/lat=39.75403/lng=-104.99989/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,85.0
2819,624940628730672691,39.76261,-104.98006,99,95,https://www.walkscore.com/score/loc/lat=39.76261/lng=-104.98006/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
2820,625099453960982646,39.756862,-105.0142387,81,94,https://www.walkscore.com/score/loc/lat=39.756862/lng=-105.0142387/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,70.0
2821,628439319532478549,39.73399,-104.94043,80,79,https://www.walkscore.com/score/loc/lat=39.73399/lng=-104.94043/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2822,599965366594204524,39.76136,-104.91142,86,51,https://www.walkscore.com/score/loc/lat=39.76136/lng=-104.91142/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
2823,628491611616866967,39.7663,-105.00755,94,91,https://www.walkscore.com/score/loc/lat=39.7663/lng=-105.00755/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
2824,628683075094920303,39.74261999999999,-105.0266211,83,81,https://www.walkscore.com/score/loc/lat=39.74261999999999/lng=-105.0266211/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,61.0
2825,628949721945030729,39.76614,-104.87911,56,27,https://www.walkscore.com/score/loc/lat=39.76614/lng=-104.87911/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,48.0
2826,628971900304003797,39.754902,-105.000969,91,92,https://www.walkscore.com/score/loc/lat=39.754902/lng=-105.000969/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,85.0
2827,629016220217150425,39.71942,-105.02208,77,73,https://www.walkscore.com/score/loc/lat=39.71942/lng=-105.02208/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
2828,625099850864223336,39.7517988,-105.003911,90,90,https://www.walkscore.com/score/loc/lat=39.7517988/lng=-105.003911/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,88.0
2829,625441329227604900,39.7435,-105.02734,80,83,https://www.walkscore.com/score/loc/lat=39.7435/lng=-105.02734/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
2830,625485455992976551,39.74107,-104.96712,90,94,https://www.walkscore.com/score/loc/lat=39.74107/lng=-104.96712/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
2831,625571643003967665,39.75616,-104.94675,84,50,https://www.walkscore.com/score/loc/lat=39.75616/lng=-104.94675/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
2832,629140611275395570,39.69304,-105.03599,57,49,https://www.walkscore.com/score/loc/lat=39.69304/lng=-105.03599/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,39.0
2833,629157538737115592,39.716839,-105.022568,66,75,https://www.walkscore.com/score/loc/lat=39.716839/lng=-105.022568/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,43.0
2834,600162588211662798,39.692871,-104.958977,75,75,https://www.walkscore.com/score/loc/lat=39.692871/lng=-104.958977/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,48.0
2835,625639406196505700,39.75655,-104.93912,77,63,https://www.walkscore.com/score/loc/lat=39.75655/lng=-104.93912/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
2836,625814696209805280,39.7103802,-104.9415319,94,87,https://www.walkscore.com/score/loc/lat=39.7103802/lng=-104.9415319/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
2837,625935090239148175,39.77775,-105.03803,69,90,https://www.walkscore.com/score/loc/lat=39.77775/lng=-105.03803/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,34.0
2838,600172716682368784,39.7791,-104.73465,49,1,https://www.walkscore.com/score/loc/lat=39.7791/lng=-104.73465/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,31.0
2839,600440640872474621,39.73657,-105.05235,80,76,https://www.walkscore.com/score/loc/lat=39.73657/lng=-105.05235/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2840,625955995234059932,39.7416,-105.04079,98,81,https://www.walkscore.com/score/loc/lat=39.7416/lng=-105.04079/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
2841,625987949618710314,39.75613,-105.00039,92,90,https://www.walkscore.com/score/loc/lat=39.75613/lng=-105.00039/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,85.0
2842,600713196138526140,39.76243,-105.01348,90,96,https://www.walkscore.com/score/loc/lat=39.76243/lng=-105.01348/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,61.0
2843,626071549910127306,39.7564,-104.94191,76,56,https://www.walkscore.com/score/loc/lat=39.7564/lng=-104.94191/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
2844,626113466049124757,39.71599,-104.98469,95,94,https://www.walkscore.com/score/loc/lat=39.71599/lng=-104.98469/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
2845,626254416441789839,39.67118,-104.92762,61,45,https://www.walkscore.com/score/loc/lat=39.67118/lng=-104.92762/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,56.0
2846,626892899286178797,39.75832,-104.86997,67,71,https://www.walkscore.com/score/loc/lat=39.75832/lng=-104.86997/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,15.0
2847,627058541742570267,39.728882,-104.973579,88,91,https://www.walkscore.com/score/loc/lat=39.728882/lng=-104.973579/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
2848,627393508714009656,39.76783,-104.96997,98,92,https://www.walkscore.com/score/loc/lat=39.76783/lng=-104.96997/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
2849,627406396832950020,39.755085,-105.001137,91,92,https://www.walkscore.com/score/loc/lat=39.755085/lng=-105.001137/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,85.0
2850,627550317542438321,39.763412,-105.010384,93,94,https://www.walkscore.com/score/loc/lat=39.763412/lng=-105.010384/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,63.0
2851,627553236334963486,39.70252,-104.87284,62,11,https://www.walkscore.com/score/loc/lat=39.70252/lng=-104.87284/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
2852,629341908187976703,39.73190299999999,-104.9400468,81,81,https://www.walkscore.com/score/loc/lat=39.73190299999999/lng=-104.9400468/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2853,629364388709317176,39.76781,-104.90826,73,71,https://www.walkscore.com/score/loc/lat=39.76781/lng=-104.90826/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
2854,600946272799950413,39.753944396972656,-104.96009826660156,97,65,https://www.walkscore.com/score/loc/lat=39.753944396972656/lng=-104.96009826660156/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,43.0
2855,601297814984486431,39.75918,-104.976,98,94,https://www.walkscore.com/score/loc/lat=39.75918/lng=-104.976/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
2856,629593081099230784,39.76736,-104.99962,90,86,https://www.walkscore.com/score/loc/lat=39.76736/lng=-104.99962/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
2857,629672618277732900,39.73967,-105.04458,94,81,https://www.walkscore.com/score/loc/lat=39.73967/lng=-105.04458/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
2858,629675528683038601,39.73772,-104.95324,95,86,https://www.walkscore.com/score/loc/lat=39.73772/lng=-104.95324/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
2859,629747601823730043,39.74215,-104.90469,73,77,https://www.walkscore.com/score/loc/lat=39.74215/lng=-104.90469/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2860,629750143820502779,39.747116,-104.980812,98,96,https://www.walkscore.com/score/loc/lat=39.747116/lng=-104.980812/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,77.0
2861,629973711696195303,39.75502,-105.02756,71,89,https://www.walkscore.com/score/loc/lat=39.75502/lng=-105.02756/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2862,634701703189123657,39.742195,-104.954536,93,76,https://www.walkscore.com/score/loc/lat=39.742195/lng=-104.954536/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,50.0
2863,634729077479158068,39.742195,-104.954536,93,76,https://www.walkscore.com/score/loc/lat=39.742195/lng=-104.954536/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,50.0
2864,635181400096938443,39.7468948,-104.9826052,98,96,https://www.walkscore.com/score/loc/lat=39.7468948/lng=-104.9826052/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,79.0
2865,601306549765337233,39.77462,-105.049133,65,87,https://www.walkscore.com/score/loc/lat=39.77462/lng=-105.049133/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
2866,601435525441581134,39.73368,-104.9797,99,93,https://www.walkscore.com/score/loc/lat=39.73368/lng=-104.9797/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,65.0
2867,602263069941772075,39.723942,-104.978477,98,91,https://www.walkscore.com/score/loc/lat=39.723942/lng=-104.978477/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,49.0
2868,635387340362100929,39.68401,-105.01769,73,68,https://www.walkscore.com/score/loc/lat=39.68401/lng=-105.01769/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,45.0
2869,635436247784311353,39.73045,-105.03641,73,43,https://www.walkscore.com/score/loc/lat=39.73045/lng=-105.03641/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2870,635458262425631049,39.68056,-104.92725,64,54,https://www.walkscore.com/score/loc/lat=39.68056/lng=-104.92725/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
2871,635496434472933228,39.724605560302734,-104.98204803466795,98,94,https://www.walkscore.com/score/loc/lat=39.724605560302734/lng=-104.98204803466795/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,49.0
2872,635519591143741915,39.68453800754524,-104.98779441534424,74,84,https://www.walkscore.com/score/loc/lat=39.68453800754524/lng=-104.98779441534424/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
2873,635551360373139227,39.737587,-105.051834,80,81,https://www.walkscore.com/score/loc/lat=39.737587/lng=-105.051834/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
2874,635553100595751982,39.712589,-104.982445,94,92,https://www.walkscore.com/score/loc/lat=39.712589/lng=-104.982445/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,59.0
2875,629987579513999055,39.75609,-105.02761,76,89,https://www.walkscore.com/score/loc/lat=39.75609/lng=-105.02761/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
2876,630184960913468997,39.744621,-104.9607962,98,89,https://www.walkscore.com/score/loc/lat=39.744621/lng=-104.9607962/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,49.0
2877,630185325438370470,39.7447194,-104.9871905,88,96,https://www.walkscore.com/score/loc/lat=39.7447194/lng=-104.9871905/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,83.0
2878,630273044411300742,39.72543,-104.97612,89,92,https://www.walkscore.com/score/loc/lat=39.72543/lng=-104.97612/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
2879,602272825546952207,39.752949,-104.897354,86,72,https://www.walkscore.com/score/loc/lat=39.752949/lng=-104.897354/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
2880,602394965885636132,39.79321,-104.76499,55,24,https://www.walkscore.com/score/loc/lat=39.79321/lng=-104.76499/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,30.0
2881,635689451058409321,39.75563,-105.00033,92,90,https://www.walkscore.com/score/loc/lat=39.75563/lng=-105.00033/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,85.0
2882,630329497855464470,39.69108,-104.9355,65,68,https://www.walkscore.com/score/loc/lat=39.69108/lng=-104.9355/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,38.0
2883,635947937553801308,39.73170470000001,-104.9397593,81,81,https://www.walkscore.com/score/loc/lat=39.73170470000001/lng=-104.9397593/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2884,602543331080021451,39.7624566,-105.0114738,89,96,https://www.walkscore.com/score/loc/lat=39.7624566/lng=-105.0114738/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,64.0
2885,602543929615608857,39.7579464,-104.9839476,99,98,https://www.walkscore.com/score/loc/lat=39.7579464/lng=-104.9839476/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,64.0
2886,635948485089414538,39.73190299999999,-104.9400468,81,81,https://www.walkscore.com/score/loc/lat=39.73190299999999/lng=-104.9400468/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2887,630335540355355259,39.75072,-104.97857,97,95,https://www.walkscore.com/score/loc/lat=39.75072/lng=-104.97857/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,72.0
2888,602545846544572293,39.7579464,-104.9839476,99,98,https://www.walkscore.com/score/loc/lat=39.7579464/lng=-104.9839476/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,64.0
2889,630393857412719278,39.75211,-104.99469,94,97,https://www.walkscore.com/score/loc/lat=39.75211/lng=-104.99469/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,90.0
2890,630473998123712022,39.6725,-104.95874,80,63,https://www.walkscore.com/score/loc/lat=39.6725/lng=-104.95874/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,31.0
2891,630655645972355082,39.71129,-104.9703,85,70,https://www.walkscore.com/score/loc/lat=39.71129/lng=-104.9703/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
2892,630738584585173311,39.73562,-104.99184,98,96,https://www.walkscore.com/score/loc/lat=39.73562/lng=-104.99184/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,76.0
2893,630870222652667575,39.78445,-104.98208,83,60,https://www.walkscore.com/score/loc/lat=39.78445/lng=-104.98208/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
2894,635952969032905565,39.74261999999999,-105.0266211,83,81,https://www.walkscore.com/score/loc/lat=39.74261999999999/lng=-105.0266211/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,61.0
2895,636164351456335601,39.729092,-104.903824,57,62,https://www.walkscore.com/score/loc/lat=39.729092/lng=-104.903824/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
2896,602548358675742250,39.7519692,-104.9892235,98,97,https://www.walkscore.com/score/loc/lat=39.7519692/lng=-104.9892235/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,86.0
2897,636250886668001912,39.75776,-104.97471,96,94,https://www.walkscore.com/score/loc/lat=39.75776/lng=-104.97471/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,55.0
2898,630872490995130193,39.7468948,-104.9826052,98,96,https://www.walkscore.com/score/loc/lat=39.7468948/lng=-104.9826052/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,79.0
2899,630872892085577450,39.7468948,-104.9826052,98,96,https://www.walkscore.com/score/loc/lat=39.7468948/lng=-104.9826052/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,79.0
2900,631136413629832572,39.74219512939453,-104.95453643798828,93,76,https://www.walkscore.com/score/loc/lat=39.74219512939453/lng=-104.95453643798828/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,50.0
2901,602563956052380496,39.7579464,-104.9839476,99,98,https://www.walkscore.com/score/loc/lat=39.7579464/lng=-104.9839476/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,64.0
2902,636344175404436136,39.73602,-105.0371,79,67,https://www.walkscore.com/score/loc/lat=39.73602/lng=-105.0371/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,56.0
2903,631186591594705711,39.74257,-104.9945,94,95,https://www.walkscore.com/score/loc/lat=39.74257/lng=-104.9945/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,83.0
2904,631216236740273820,39.742195,-104.954536,93,76,https://www.walkscore.com/score/loc/lat=39.742195/lng=-104.954536/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,50.0
2905,602893126132316114,39.74677,-104.99334,93,97,https://www.walkscore.com/score/loc/lat=39.74677/lng=-104.99334/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,88.0
2906,631314058170809558,39.69569,-104.98753,79,82,https://www.walkscore.com/score/loc/lat=39.69569/lng=-104.98753/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,62.0
2907,631760041622630799,39.72411,-104.94277,73,68,https://www.walkscore.com/score/loc/lat=39.72411/lng=-104.94277/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,45.0
2908,631983663999418789,39.75612,-104.95941,97,68,https://www.walkscore.com/score/loc/lat=39.75612/lng=-104.95941/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,45.0
2909,632528024433797127,39.734425,-104.956726,92,83,https://www.walkscore.com/score/loc/lat=39.734425/lng=-104.956726/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
2910,632588874164229344,39.76839,-105.0122,91,91,https://www.walkscore.com/score/loc/lat=39.76839/lng=-105.0122/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
2911,636392319453635284,39.74842,-104.96531,99,86,https://www.walkscore.com/score/loc/lat=39.74842/lng=-104.96531/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,50.0
